Composition: 65% KNO3 / 35% sugar | r=6.29 mol | K2CO3 yield = 44.4 wt% | dTad = 1300 K | Tad = 1598 K
step   time[s]  Tmax[K]  Tvent[K]  K2CO3[kg]  Uvent[m/s]  meanYfu  SMAX
  636    0.636   1531.4   1174.7  1.979e-04  6.099e-01  0.6265  1.79e-07
  637    0.637   1536.0   1174.2  1.982e-04  6.076e-01  0.6258  1.05e-07
  638    0.638   1536.9   1173.8  1.985e-04  6.053e-01  0.6252  8.71e-09
  639    0.639   1536.1   1173.3  1.989e-04  6.046e-01  0.6245  8.30e-08
  640    0.640   1534.8   1172.9  1.994e-04  6.037e-01  0.6238  8.93e-08
  641    0.641   1534.9   1172.5  1.997e-04  6.019e-01  0.6232  9.76e-08
  642    0.642   1535.3   1172.0  2.001e-04  6.013e-01  0.6225  1.30e-07
  643    0.643   1535.4   1171.6  2.007e-04  6.037e-01  0.6217  1.17e-07
  644    0.644   1535.2   1171.2  2.014e-04  6.074e-01  0.6208  1.36e-08
  645    0.645   1535.2   1170.7  2.021e-04  6.109e-01  0.6198  1.04e-07
  646    0.646   1534.9   1170.3  2.027e-04  6.120e-01  0.6189  1.75e-07
  647    0.647   1534.8   1169.8  2.032e-04  6.114e-01  0.6182  1.48e-07
  648    0.648   1534.8   1169.4  2.036e-04  6.099e-01  0.6174  7.98e-08
  649    0.649   1534.5   1169.0  2.039e-04  6.070e-01  0.6168  5.22e-09
  650    0.650   1534.0   1168.5  2.042e-04  6.044e-01  0.6162  9.76e-08
  651    0.651   1534.3   1168.1  2.046e-04  6.021e-01  0.6155  1.55e-07
  652    0.652   1534.2   1167.6  2.049e-04  5.972e-01  0.6150  1.88e-07
  653    0.653   1533.9   1167.2  2.050e-04  5.912e-01  0.6145  2.90e-07
  654    0.654   1533.3   1166.8  2.052e-04  5.849e-01  0.6141  3.95e-07
  655    0.655   1532.9   1166.3  2.053e-04  5.790e-01  0.6137  4.75e-07
  656    0.656   1533.3   1165.9  2.056e-04  5.742e-01  0.6132  5.20e-07
  657    0.657   1533.3   1165.5  2.059e-04  5.716e-01  0.6127  5.17e-07
  658    0.658   1532.9   1165.0  2.065e-04  5.728e-01  0.6119  4.47e-07
  659    0.659   1532.4   1164.6  2.071e-04  5.724e-01  0.6111  2.81e-07
  660    0.660   1531.6   1164.1  2.074e-04  5.688e-01  0.6105  2.18e-07
  661    0.661   1530.9   1163.7  2.077e-04  5.641e-01  0.6100  2.67e-07
  662    0.662   1531.4   1163.3  2.079e-04  5.588e-01  0.6096  3.40e-07
  663    0.663   1531.5   1162.8  2.081e-04  5.535e-01  0.6091  4.06e-07
  664    0.664   1531.3   1162.4  2.083e-04  5.488e-01  0.6087  4.52e-07
  665    0.665   1530.8   1161.9  2.085e-04  5.451e-01  0.6083  4.68e-07
  666    0.666   1530.1   1161.5  2.089e-04  5.434e-01  0.6078  4.46e-07
  667    0.667   1529.2   1161.1  2.094e-04  5.448e-01  0.6071  3.71e-07
  668    0.668   1528.2   1160.6  2.100e-04  5.475e-01  0.6063  2.21e-07
  669    0.669   1527.4   1160.2  2.107e-04  5.521e-01  0.6054  7.65e-08
  670    0.670   1527.6   1159.7  2.116e-04  5.590e-01  0.6044  8.57e-08
  671    0.671   1527.6   1159.3  2.124e-04  5.650e-01  0.6033  2.65e-07
  672    0.672   1527.4   1158.8  2.132e-04  5.697e-01  0.6023  3.65e-07
  673    0.673   1527.0   1158.4  2.138e-04  5.724e-01  0.6014  3.92e-07
  674    0.674   1526.3   1158.0  2.144e-04  5.760e-01  0.6005  3.50e-07
  675    0.675   1531.1   1157.5  2.150e-04  5.788e-01  0.5996  3.48e-07
  676    0.676   1536.6   1157.1  2.156e-04  5.819e-01  0.5988  3.24e-07
  677    0.677   1538.1   1156.6  2.163e-04  5.859e-01  0.5979  3.14e-07
  678    0.678   1537.4   1156.2  2.171e-04  5.922e-01  0.5968  3.36e-07
  679    0.679   1536.3   1155.8  2.178e-04  5.959e-01  0.5958  4.22e-07
  680    0.680   1536.3   1155.3  2.183e-04  5.967e-01  0.5950  4.01e-07
  681    0.681   1536.7   1154.9  2.186e-04  5.956e-01  0.5943  3.01e-07
  682    0.682   1536.9   1154.5  2.190e-04  5.944e-01  0.5936  1.70e-07
  683    0.683   1536.7   1154.0  2.194e-04  5.932e-01  0.5929  7.52e-08
  684    0.684   1536.7   1153.6  2.196e-04  5.894e-01  0.5923  1.20e-08
  685    0.685   1536.5   1153.1  2.198e-04  5.845e-01  0.5918  1.19e-07
  686    0.686   1536.3   1152.7  2.200e-04  5.793e-01  0.5914  2.41e-07
  687    0.687   1536.2   1152.3  2.202e-04  5.748e-01  0.5909  3.33e-07
  688    0.688   1535.8   1151.8  2.205e-04  5.719e-01  0.5904  3.79e-07
  689    0.689   1535.3   1151.4  2.209e-04  5.697e-01  0.5897  3.59e-07
  690    0.690   1535.4   1150.9  2.212e-04  5.663e-01  0.5892  3.24e-07
  691    0.691   1535.2   1150.5  2.215e-04  5.635e-01  0.5886  3.35e-07
  692    0.692   1534.8   1150.1  2.219e-04  5.607e-01  0.5880  3.25e-07
  693    0.693   1534.1   1149.6  2.223e-04  5.585e-01  0.5874  3.18e-07
  694    0.694   1533.9   1149.2  2.226e-04  5.556e-01  0.5868  2.97e-07
  695    0.695   1533.9   1148.7  2.230e-04  5.537e-01  0.5862  3.01e-07
  696    0.696   1533.6   1148.3  2.234e-04  5.519e-01  0.5856  2.75e-07
  697    0.697   1533.0   1147.9  2.237e-04  5.482e-01  0.5850  2.52e-07
  698    0.698   1532.3   1147.4  2.240e-04  5.440e-01  0.5845  2.96e-07
  699    0.699   1531.4   1147.0  2.243e-04  5.401e-01  0.5841  3.41e-07
  700    0.700   1531.3   1146.5  2.246e-04  5.363e-01  0.5836  3.64e-07
  701    0.701   1531.2   1146.1  2.248e-04  5.321e-01  0.5831  3.76e-07
  702    0.702   1530.9   1145.7  2.251e-04  5.286e-01  0.5826  3.96e-07
  703    0.703   1530.2   1145.2  2.254e-04  5.266e-01  0.5821  3.91e-07
  704    0.704   1529.4   1144.8  2.259e-04  5.262e-01  0.5815  3.39e-07
  705    0.705   1528.4   1144.3  2.263e-04  5.256e-01  0.5808  2.55e-07
  706    0.706   1527.4   1143.9  2.268e-04  5.253e-01  0.5802  2.02e-07
  707    0.707   1526.4   1143.4  2.273e-04  5.270e-01  0.5795  1.56e-07
  708    0.708   1526.3   1143.0  2.280e-04  5.323e-01  0.5787  6.34e-08
  709    0.709   1526.0   1142.6  2.288e-04  5.394e-01  0.5776  1.16e-07
  710    0.710   1525.4   1142.1  2.296e-04  5.450e-01  0.5766  2.90e-07
  711    0.711   1524.6   1141.7  2.304e-04  5.503e-01  0.5756  3.69e-07
  712    0.712   1523.5   1141.2  2.311e-04  5.551e-01  0.5747  4.12e-07
  713    0.713   1522.3   1140.8  2.319e-04  5.623e-01  0.5736  4.29e-07
  714    0.714   1531.0   1140.4  2.327e-04  5.673e-01  0.5726  5.10e-07
  715    0.715   1537.1   1139.9  2.333e-04  5.705e-01  0.5716  5.01e-07
  716    0.716   1538.9   1139.5  2.339e-04  5.723e-01  0.5708  4.41e-07
  717    0.717   1538.3   1139.0  2.344e-04  5.733e-01  0.5700  3.59e-07
  718    0.718   1537.4   1138.6  2.347e-04  5.714e-01  0.5693  2.72e-07
  719    0.719   1537.2   1138.1  2.350e-04  5.688e-01  0.5687  1.29e-07
  720    0.720   1537.7   1137.7  2.352e-04  5.664e-01  0.5682  1.08e-08
  721    0.721   1537.9   1137.3  2.356e-04  5.652e-01  0.5675  7.77e-08
  722    0.722   1537.8   1136.8  2.359e-04  5.627e-01  0.5669  9.74e-08
  723    0.723   1537.7   1136.4  2.362e-04  5.591e-01  0.5664  1.52e-07
  724    0.724   1537.4   1135.9  2.364e-04  5.559e-01  0.5659  2.20e-07
  725    0.725   1537.1   1135.5  2.368e-04  5.543e-01  0.5653  2.57e-07
  726    0.726   1536.9   1135.1  2.373e-04  5.548e-01  0.5646  2.35e-07
  727    0.727   1536.5   1134.6  2.378e-04  5.552e-01  0.5638  1.56e-07
  728    0.728   1535.9   1134.2  2.383e-04  5.545e-01  0.5631  1.03e-07
  729    0.729   1535.8   1133.7  2.387e-04  5.527e-01  0.5624  1.00e-07
  730    0.730   1535.5   1133.3  2.390e-04  5.505e-01  0.5618  1.30e-07
  731    0.731   1534.9   1132.9  2.393e-04  5.471e-01  0.5613  1.63e-07
  732    0.732   1534.2   1132.4  2.396e-04  5.440e-01  0.5608  2.22e-07
  733    0.733   1533.8   1132.0  2.400e-04  5.417e-01  0.5602  2.55e-07
  734    0.734   1533.6   1131.5  2.403e-04  5.384e-01  0.5596  2.53e-07
  735    0.735   1533.1   1131.1  2.405e-04  5.335e-01  0.5591  2.84e-07
  736    0.736   1532.3   1130.7  2.407e-04  5.280e-01  0.5587  3.52e-07
  737    0.737   1531.5   1130.2  2.409e-04  5.226e-01  0.5583  4.16e-07
  738    0.738   1530.5   1129.8  2.411e-04  5.178e-01  0.5579  4.60e-07
  739    0.739   1530.3   1129.3  2.413e-04  5.141e-01  0.5575  4.74e-07
  740    0.740   1529.9   1128.9  2.417e-04  5.126e-01  0.5569  4.48e-07
  741    0.741   1529.2   1128.5  2.422e-04  5.131e-01  0.5562  3.64e-07
  742    0.742   1528.3   1128.0  2.427e-04  5.124e-01  0.5556  2.45e-07
  743    0.743   1527.3   1127.6  2.431e-04  5.104e-01  0.5550  1.97e-07
  744    0.744   1526.1   1127.1  2.434e-04  5.085e-01  0.5545  2.03e-07
  745    0.745   1524.9   1126.7  2.438e-04  5.075e-01  0.5539  2.07e-07
  746    0.746   1524.2   1126.3  2.442e-04  5.085e-01  0.5533  1.81e-07
  747    0.747   1523.6   1125.8  2.449e-04  5.131e-01  0.5525  1.01e-07
  748    0.748   1522.8   1125.4  2.458e-04  5.214e-01  0.5515  6.54e-08
  749    0.749   1521.7   1124.9  2.467e-04  5.287e-01  0.5504  2.93e-07
  750    0.750   1520.5   1124.5  2.475e-04  5.357e-01  0.5493  4.21e-07
  751    0.751   1519.2   1124.1  2.483e-04  5.409e-01  0.5482  4.98e-07
  752    0.752   1518.3   1123.6  2.491e-04  5.459e-01  0.5472  5.00e-07
  753    0.753   1531.1   1123.2  2.496e-04  5.476e-01  0.5463  4.94e-07
  754    0.754   1537.4   1122.7  2.501e-04  5.482e-01  0.5456  3.90e-07
  755    0.755   1539.4   1122.3  2.506e-04  5.495e-01  0.5448  2.84e-07
  756    0.756   1538.8   1121.9  2.510e-04  5.492e-01  0.5441  2.30e-07
  757    0.757   1538.0   1121.4  2.513e-04  5.476e-01  0.5435  1.46e-07
  758    0.758   1537.8   1121.0  2.516e-04  5.462e-01  0.5429  4.74e-08
  759    0.759   1538.3   1120.5  2.520e-04  5.465e-01  0.5422  1.55e-08
  760    0.760   1538.5   1120.1  2.525e-04  5.477e-01  0.5415  7.21e-09
  761    0.761   1538.4   1119.7  2.531e-04  5.486e-01  0.5407  2.70e-08
  762    0.762   1538.2   1119.2  2.535e-04  5.485e-01  0.5400  3.92e-08
  763    0.763   1537.9   1118.8  2.539e-04  5.477e-01  0.5393  1.93e-08
  764    0.764   1537.5   1118.3  2.544e-04  5.480e-01  0.5386  1.99e-08
  765    0.765   1537.2   1117.9  2.549e-04  5.478e-01  0.5378  1.03e-08
  766    0.766   1536.7   1117.5  2.552e-04  5.451e-01  0.5372  1.74e-08
  767    0.767   1536.0   1117.0  2.554e-04  5.409e-01  0.5367  1.01e-07
  768    0.768   1535.7   1116.6  2.556e-04  5.361e-01  0.5363  2.04e-07
  769    0.769   1535.2   1116.2  2.558e-04  5.316e-01  0.5358  2.90e-07
  770    0.770   1534.6   1115.7  2.561e-04  5.281e-01  0.5353  3.44e-07
  771    0.771   1533.7   1115.3  2.564e-04  5.252e-01  0.5348  3.50e-07
  772    0.772   1533.2   1114.8  2.567e-04  5.218e-01  0.5343  3.36e-07
  773    0.773   1532.7   1114.4  2.570e-04  5.175e-01  0.5338  3.43e-07
  774    0.774   1532.1   1114.0  2.572e-04  5.133e-01  0.5333  3.75e-07
  775    0.775   1531.2   1113.5  2.575e-04  5.102e-01  0.5328  3.92e-07
  776    0.776   1530.2   1113.1  2.578e-04  5.069e-01  0.5323  3.74e-07
  777    0.777   1529.1   1112.7  2.581e-04  5.041e-01  0.5318  3.66e-07
  778    0.778   1528.6   1112.2  2.585e-04  5.022e-01  0.5313  3.45e-07
  779    0.779   1527.9   1111.8  2.589e-04  5.003e-01  0.5307  3.02e-07
  780    0.780   1527.0   1111.3  2.592e-04  4.978e-01  0.5302  2.73e-07
  781    0.781   1526.0   1110.9  2.595e-04  4.950e-01  0.5297  2.71e-07
  782    0.782   1524.9   1110.5  2.599e-04  4.927e-01  0.5292  2.80e-07
  783    0.783   1523.6   1110.0  2.602e-04  4.917e-01  0.5286  2.69e-07
  784    0.784   1522.3   1109.6  2.606e-04  4.915e-01  0.5281  2.24e-07
  785    0.785   1521.2   1109.2  2.611e-04  4.931e-01  0.5274  1.67e-07
  786    0.786   1520.3   1108.7  2.618e-04  4.983e-01  0.5266  7.50e-08
  787    0.787   1519.1   1108.3  2.627e-04  5.066e-01  0.5255  1.01e-07
  788    0.788   1517.8   1107.8  2.636e-04  5.139e-01  0.5244  3.16e-07
  789    0.789   1516.5   1107.4  2.645e-04  5.201e-01  0.5233  4.32e-07
  790    0.790   1515.1   1107.0  2.652e-04  5.242e-01  0.5223  4.83e-07
  791    0.791   1518.5   1106.5  2.659e-04  5.279e-01  0.5214  4.56e-07
  792    0.792   1531.2   1106.1  2.664e-04  5.294e-01  0.5206  4.22e-07
  793    0.793   1537.7   1105.7  2.669e-04  5.310e-01  0.5198  3.34e-07
  794    0.794   1539.8   1105.2  2.674e-04  5.335e-01  0.5190  2.76e-07
  795    0.795   1539.2   1104.8  2.679e-04  5.353e-01  0.5182  2.62e-07
  796    0.796   1538.4   1104.4  2.684e-04  5.364e-01  0.5175  2.29e-07
  797    0.797   1538.1   1103.9  2.690e-04  5.383e-01  0.5167  1.88e-07
  798    0.798   1538.6   1103.5  2.695e-04  5.394e-01  0.5159  1.82e-07
  799    0.799   1538.8   1103.1  2.699e-04  5.388e-01  0.5152  1.54e-07
  800    0.800   1538.7   1102.6  2.702e-04  5.372e-01  0.5145  8.39e-08
  801    0.801   1538.4   1102.2  2.706e-04  5.361e-01  0.5139  8.38e-09
  802    0.802   1538.0   1101.8  2.709e-04  5.348e-01  0.5133  3.47e-08
  803    0.803   1537.4   1101.3  2.713e-04  5.333e-01  0.5126  6.84e-08
  804    0.804   1537.1   1100.9  2.716e-04  5.306e-01  0.5120  9.77e-08
  805    0.805   1536.6   1100.5  2.719e-04  5.264e-01  0.5115  1.56e-07
  806    0.806   1535.8   1100.0  2.721e-04  5.219e-01  0.5111  2.39e-07
  807    0.807   1535.3   1099.6  2.723e-04  5.178e-01  0.5107  3.07e-07
  808    0.808   1534.7   1099.2  2.726e-04  5.151e-01  0.5101  3.41e-07
  809    0.809   1534.0   1098.7  2.729e-04  5.130e-01  0.5096  3.26e-07
  810    0.810   1533.0   1098.3  2.733e-04  5.114e-01  0.5089  2.93e-07
  811    0.811   1532.3   1097.9  2.737e-04  5.084e-01  0.5084  2.58e-07
  812    0.812   1531.7   1097.4  2.739e-04  5.042e-01  0.5079  2.76e-07
  813    0.813   1530.9   1097.0  2.742e-04  4.998e-01  0.5075  3.23e-07
  814    0.814   1529.9   1096.6  2.744e-04  4.959e-01  0.5070  3.62e-07
  815    0.815   1528.8   1096.1  2.747e-04  4.931e-01  0.5065  3.75e-07
  816    0.816   1527.6   1095.7  2.750e-04  4.906e-01  0.5060  3.48e-07
  817    0.817   1526.8   1095.3  2.754e-04  4.887e-01  0.5054  3.24e-07
  818    0.818   1525.9   1094.9  2.758e-04  4.861e-01  0.5049  2.89e-07
  819    0.819   1524.9   1094.4  2.761e-04  4.836e-01  0.5044  2.85e-07
  820    0.820   1523.7   1094.0  2.764e-04  4.813e-01  0.5039  2.77e-07
  821    0.821   1522.5   1093.6  2.767e-04  4.789e-01  0.5034  2.68e-07
  822    0.822   1521.2   1093.1  2.771e-04  4.774e-01  0.5029  2.63e-07
  823    0.823   1519.8   1092.7  2.775e-04  4.778e-01  0.5023  2.34e-07
  824    0.824   1518.3   1092.3  2.780e-04  4.801e-01  0.5016  1.56e-07
  825    0.825   1516.9   1091.8  2.787e-04  4.851e-01  0.5008  4.36e-08
  826    0.826   1515.6   1091.4  2.797e-04  4.938e-01  0.4997  1.15e-07
  827    0.827   1514.2   1091.0  2.806e-04  5.010e-01  0.4986  3.34e-07
  828    0.828   1513.5   1090.5  2.814e-04  5.065e-01  0.4976  4.42e-07
  829    0.829   1513.6   1090.1  2.821e-04  5.116e-01  0.4966  4.66e-07
  830    0.830   1518.6   1089.7  2.829e-04  5.164e-01  0.4956  4.70e-07
  831    0.831   1531.5   1089.3  2.834e-04  5.188e-01  0.4947  4.68e-07
  832    0.832   1538.0   1088.8  2.840e-04  5.214e-01  0.4939  3.91e-07
  833    0.833   1540.1   1088.4  2.846e-04  5.244e-01  0.4930  3.45e-07
  834    0.834   1539.5   1088.0  2.851e-04  5.254e-01  0.4922  3.24e-07
  835    0.835   1538.7   1087.5  2.855e-04  5.252e-01  0.4915  2.48e-07
  836    0.836   1538.3   1087.1  2.859e-04  5.257e-01  0.4908  1.63e-07
  837    0.837   1538.8   1086.7  2.864e-04  5.262e-01  0.4901  1.24e-07
  838    0.838   1539.0   1086.3  2.868e-04  5.255e-01  0.4894  9.44e-08
  839    0.839   1538.8   1085.8  2.871e-04  5.238e-01  0.4888  4.25e-08
  840    0.840   1538.4   1085.4  2.874e-04  5.217e-01  0.4882  2.92e-08
  841    0.841   1538.0   1085.0  2.878e-04  5.203e-01  0.4876  8.54e-08
  842    0.842   1537.3   1084.6  2.881e-04  5.183e-01  0.4870  1.09e-07
  843    0.843   1536.9   1084.1  2.884e-04  5.148e-01  0.4865  1.38e-07
  844    0.844   1536.3   1083.7  2.886e-04  5.110e-01  0.4860  2.06e-07
  845    0.845   1535.4   1083.3  2.888e-04  5.078e-01  0.4855  2.62e-07
  846    0.846   1534.8   1082.9  2.892e-04  5.064e-01  0.4849  2.81e-07
  847    0.847   1534.2   1082.4  2.896e-04  5.050e-01  0.4843  2.43e-07
  848    0.848   1533.3   1082.0  2.900e-04  5.029e-01  0.4837  2.16e-07
  849    0.849   1532.3   1081.6  2.903e-04  4.989e-01  0.4832  2.20e-07
  850    0.850   1531.3   1081.2  2.905e-04  4.944e-01  0.4828  2.75e-07
  851    0.851   1530.6   1080.8  2.907e-04  4.900e-01  0.4823  3.31e-07
  852    0.852   1529.7   1080.3  2.909e-04  4.862e-01  0.4819  3.68e-07
  853    0.853   1528.6   1079.9  2.913e-04  4.838e-01  0.4814  3.74e-07
  854    0.854   1527.5   1079.5  2.916e-04  4.811e-01  0.4809  3.37e-07
  855    0.855   1526.2   1079.1  2.920e-04  4.794e-01  0.4803  3.19e-07
  856    0.856   1525.1   1078.6  2.924e-04  4.772e-01  0.4798  2.79e-07
  857    0.857   1524.0   1078.2  2.927e-04  4.744e-01  0.4793  2.65e-07
  858    0.858   1522.9   1077.8  2.930e-04  4.711e-01  0.4788  2.74e-07
  859    0.859   1521.6   1077.4  2.932e-04  4.682e-01  0.4783  2.92e-07
  860    0.860   1520.3   1076.9  2.936e-04  4.665e-01  0.4778  2.94e-07
  861    0.861   1518.9   1076.5  2.940e-04  4.664e-01  0.4773  2.62e-07
  862    0.862   1517.5   1076.1  2.944e-04  4.667e-01  0.4767  1.91e-07
  863    0.863   1516.0   1075.7  2.950e-04  4.693e-01  0.4760  1.27e-07
  864    0.864   1514.8   1075.3  2.958e-04  4.758e-01  0.4750  1.79e-08
  865    0.865   1514.2   1074.8  2.967e-04  4.846e-01  0.4739  1.76e-07
  866    0.866   1513.7   1074.4  2.977e-04  4.919e-01  0.4728  3.80e-07
  867    0.867   1513.3   1074.0  2.984e-04  4.969e-01  0.4718  4.75e-07
  868    0.868   1513.5   1073.6  2.991e-04  5.014e-01  0.4708  4.73e-07
  869    0.869   1518.8   1073.2  2.998e-04  5.049e-01  0.4699  4.57e-07
  870    0.870   1531.9   1072.7  3.004e-04  5.078e-01  0.4690  4.16e-07
  871    0.871   1538.3   1072.3  3.010e-04  5.111e-01  0.4681  3.71e-07
  872    0.872   1540.2   1071.9  3.015e-04  5.125e-01  0.4673  3.51e-07
  873    0.873   1539.7   1071.5  3.019e-04  5.124e-01  0.4666  2.82e-07
  874    0.874   1539.0   1071.1  3.023e-04  5.125e-01  0.4660  1.87e-07
  875    0.875   1538.3   1070.7  3.028e-04  5.136e-01  0.4652  1.29e-07
  876    0.876   1538.8   1070.2  3.033e-04  5.141e-01  0.4645  1.18e-07
  877    0.877   1539.0   1069.8  3.036e-04  5.124e-01  0.4638  9.08e-08
  878    0.878   1538.8   1069.4  3.039e-04  5.102e-01  0.4633  9.33e-09
  879    0.879   1538.3   1069.0  3.043e-04  5.089e-01  0.4627  6.25e-08
  880    0.880   1537.9   1068.6  3.046e-04  5.073e-01  0.4621  8.88e-08
  881    0.881   1537.2   1068.2  3.049e-04  5.051e-01  0.4615  1.14e-07
  882    0.882   1536.6   1067.7  3.052e-04  5.025e-01  0.4610  1.50e-07
  883    0.883   1535.9   1067.3  3.056e-04  5.007e-01  0.4604  1.85e-07
  884    0.884   1535.0   1066.9  3.059e-04  4.986e-01  0.4598  1.86e-07
  885    0.885   1534.2   1066.5  3.063e-04  4.963e-01  0.4592  1.98e-07
  886    0.886   1533.5   1066.1  3.066e-04  4.937e-01  0.4587  2.10e-07
  887    0.887   1532.5   1065.7  3.069e-04  4.900e-01  0.4582  2.27e-07
  888    0.888   1531.5   1065.3  3.071e-04  4.857e-01  0.4577  2.72e-07
  889    0.889   1530.4   1064.8  3.073e-04  4.814e-01  0.4573  3.23e-07
  890    0.890   1529.6   1064.4  3.075e-04  4.778e-01  0.4569  3.57e-07
  891    0.891   1528.5   1064.0  3.079e-04  4.755e-01  0.4564  3.59e-07
  892    0.892   1527.4   1063.6  3.082e-04  4.729e-01  0.4558  3.24e-07
  893    0.893   1526.2   1063.2  3.086e-04  4.714e-01  0.4553  3.06e-07
  894    0.894   1524.8   1062.8  3.090e-04  4.692e-01  0.4547  2.63e-07
  895    0.895   1523.4   1062.4  3.093e-04  4.659e-01  0.4542  2.52e-07
  896    0.896   1522.3   1062.0  3.095e-04  4.624e-01  0.4538  2.78e-07
  897    0.897   1521.1   1061.5  3.098e-04  4.595e-01  0.4533  3.00e-07
  898    0.898   1519.7   1061.1  3.102e-04  4.578e-01  0.4528  3.00e-07
  899    0.899   1518.3   1060.7  3.105e-04  4.569e-01  0.4523  2.64e-07
  900    0.900   1516.9   1060.3  3.110e-04  4.566e-01  0.4517  2.16e-07
  901    0.901   1515.8   1059.9  3.115e-04  4.582e-01  0.4510  1.64e-07
  902    0.902   1515.1   1059.5  3.121e-04  4.621e-01  0.4502  7.06e-08
  903    0.903   1514.5   1059.1  3.128e-04  4.671e-01  0.4494  5.88e-08
  904    0.904   1513.9   1058.7  3.137e-04  4.743e-01  0.4483  1.85e-07
  905    0.905   1513.4   1058.3  3.146e-04  4.806e-01  0.4473  3.35e-07
  906    0.906   1513.0   1057.8  3.153e-04  4.853e-01  0.4463  4.13e-07
  907    0.907   1513.4   1057.4  3.161e-04  4.905e-01  0.4453  4.22e-07
  908    0.908   1519.3   1057.0  3.168e-04  4.945e-01  0.4443  4.40e-07
  909    0.909   1532.3   1056.6  3.174e-04  4.969e-01  0.4435  4.21e-07
  910    0.910   1538.5   1056.2  3.179e-04  4.990e-01  0.4426  3.56e-07
  911    0.911   1540.4   1055.8  3.184e-04  4.999e-01  0.4419  3.06e-07
  912    0.912   1539.8   1055.4  3.188e-04  5.002e-01  0.4412  2.36e-07
  913    0.913   1539.1   1055.0  3.193e-04  5.017e-01  0.4404  1.68e-07
  914    0.914   1538.4   1054.6  3.198e-04  5.027e-01  0.4397  1.56e-07
  915    0.915   1538.8   1054.2  3.202e-04  5.018e-01  0.4390  1.33e-07
  916    0.916   1539.0   1053.8  3.205e-04  5.000e-01  0.4384  6.18e-08
  917    0.917   1538.7   1053.4  3.208e-04  4.985e-01  0.4378  1.54e-08
  918    0.918   1538.2   1053.0  3.212e-04  4.976e-01  0.4372  5.76e-08
  919    0.919   1537.7   1052.6  3.216e-04  4.971e-01  0.4366  7.19e-08
  920    0.920   1536.9   1052.2  3.220e-04  4.958e-01  0.4359  7.01e-08
  921    0.921   1536.2   1051.8  3.223e-04  4.930e-01  0.4354  9.22e-08
  922    0.922   1535.5   1051.4  3.226e-04  4.903e-01  0.4349  1.49e-07
  923    0.923   1534.5   1051.0  3.229e-04  4.880e-01  0.4343  1.88e-07
  924    0.924   1533.6   1050.6  3.232e-04  4.852e-01  0.4338  2.03e-07
  925    0.925   1532.8   1050.2  3.235e-04  4.820e-01  0.4333  2.29e-07
  926    0.926   1531.8   1049.7  3.237e-04  4.779e-01  0.4328  2.57e-07
  927    0.927   1530.7   1049.3  3.239e-04  4.738e-01  0.4324  3.03e-07
  928    0.928   1529.5   1048.9  3.242e-04  4.703e-01  0.4319  3.36e-07
  929    0.929   1528.5   1048.5  3.245e-04  4.681e-01  0.4314  3.40e-07
  930    0.930   1527.5   1048.1  3.248e-04  4.656e-01  0.4309  3.07e-07
  931    0.931   1526.3   1047.7  3.252e-04  4.641e-01  0.4303  2.91e-07
  932    0.932   1525.0   1047.3  3.256e-04  4.618e-01  0.4297  2.52e-07
  933    0.933   1523.6   1046.9  3.259e-04  4.585e-01  0.4293  2.47e-07
  934    0.934   1522.2   1046.5  3.262e-04  4.551e-01  0.4288  2.74e-07
  935    0.935   1520.8   1046.1  3.265e-04  4.522e-01  0.4284  2.96e-07
  936    0.936   1519.4   1045.7  3.268e-04  4.507e-01  0.4278  2.94e-07
  937    0.937   1518.0   1045.3  3.272e-04  4.495e-01  0.4273  2.54e-07
  938    0.938   1516.8   1044.9  3.276e-04  4.490e-01  0.4267  2.16e-07
  939    0.939   1516.1   1044.5  3.281e-04  4.489e-01  0.4261  1.70e-07
  940    0.940   1515.4   1044.1  3.286e-04  4.502e-01  0.4254  1.26e-07
  941    0.941   1514.8   1043.7  3.291e-04  4.520e-01  0.4247  5.33e-08
  942    0.942   1514.1   1043.3  3.298e-04  4.564e-01  0.4239  1.13e-08
  943    0.943   1513.6   1042.9  3.306e-04  4.634e-01  0.4229  1.31e-07
  944    0.944   1513.1   1042.5  3.315e-04  4.699e-01  0.4218  2.90e-07
  945    0.945   1512.7   1042.2  3.323e-04  4.755e-01  0.4208  3.86e-07
  946    0.946   1513.3   1041.8  3.331e-04  4.805e-01  0.4198  4.29e-07
  947    0.947   1520.1   1041.4  3.337e-04  4.833e-01  0.4189  4.38e-07
  948    0.948   1532.8   1041.0  3.343e-04  4.855e-01  0.4181  3.83e-07
  949    0.949   1538.7   1040.6  3.348e-04  4.876e-01  0.4173  3.27e-07
  950    0.950   1540.4   1040.2  3.353e-04  4.887e-01  0.4165  2.84e-07
  951    0.951   1539.7   1039.8  3.358e-04  4.901e-01  0.4158  2.26e-07
  952    0.952   1538.9   1039.4  3.363e-04  4.916e-01  0.4150  1.93e-07
  953    0.953   1538.3   1039.0  3.368e-04  4.920e-01  0.4142  1.74e-07
  954    0.954   1538.7   1038.6  3.371e-04  4.908e-01  0.4136  1.29e-07
  955    0.955   1538.8   1038.2  3.374e-04  4.895e-01  0.4130  4.97e-08
  956    0.956   1538.6   1037.8  3.378e-04  4.893e-01  0.4124  8.80e-09
  957    0.957   1538.0   1037.4  3.383e-04  4.893e-01  0.4117  1.44e-08
